race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
race-df353a5d05f5d7acb107,2018-05-22,KY,Mayor,Louisville/Jefferson County Metro,Ryan Fenwick,,Daniel Gillette | Dave Biggers | Greg Fischer | Lawrence Williams Jr.,,Daniel Gillette | Dave Biggers | Greg Fischer | Lawrence Williams Jr. | Ryan Fenwick,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-e0d4748f07ff2fb03395,2022-07-19,MD,House of Delegates,District 39,Gabriel Acevero,,Clint Sobratti | Kirill Reznik | Lesley Lopez,,Clint Sobratti | Gabriel Acevero | Kirill Reznik | Lesley Lopez,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-e166c53fb5f8e99b0379,2022-03-01,TX,State Senate,District 15,Molly Cook,,John Whitmire,,John Whitmire | Molly Cook,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-e17ce052c9a9edfe68f6,2018-06-26,MD,County Council At-Large,Montgomery County,Brandy H. M. Brooks | Chris Wilhelm | Danielle Meitiv,,"Ashwani Jain | Bill Conway | Charles Barkley | Cherri L. Branson | Craig Carozza-Caviness | Darwin Romero | David V. Lipscomb | Evan Glass | Gabriel I. Albornoz | Graciela Rivera-Oven | Hans Riemer | Hoan Dang | Jarrett Smith | Jill Ortman Fouse | Loretta Jean Garcia | Lorna Phillips Forde | Marilyn Balcombe | Melissa McKenna | Michele Riley | Mohammad Siddique | Neil H. Greenberger | Paul S. Geller | Richard Gottfried | Ron Colbert | Rosemary O. Arkoian | Seth Grimes | Shruti Bhatnagar | Steve Solomon | Tom R. Falcinelli, Jr. | Will Jawando",Shruti Bhatnagar,"Ashwani Jain | Bill Conway | Brandy H. M. Brooks | Charles Barkley | Cherri L. Branson | Chris Wilhelm | Craig Carozza-Caviness | Danielle Meitiv | Darwin Romero | David V. Lipscomb | Evan Glass | Gabriel I. Albornoz | Graciela Rivera-Oven | Hans Riemer | Hoan Dang | Jarrett Smith | Jill Ortman Fouse | Loretta Jean Garcia | Lorna Phillips Forde | Marilyn Balcombe | Melissa McKenna | Michele Riley | Mohammad Siddique | Neil H. Greenberger | Paul S. Geller | Richard Gottfried | Ron Colbert | Rosemary O. Arkoian | Seth Grimes | Steve Solomon | Tom R. Falcinelli, Jr. | Will Jawando",0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-e187caea2168121e2e21,2026-06-23,NY,County Legislature,District 15 (Onondaga County),Jo Bennett,,Bill Kinne,Jo Bennett,Bill Kinne,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-e2b6f8d54db828efc7e2,2024-05-14,MD,Democratic Presidential Primary,Statewide,Uncommitted,,Dean Phillips | Joe Biden | Marianne Williamson,,Dean Phillips | Joe Biden | Marianne Williamson | Uncommitted,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-e311906b4ccb39c194bc,2026-05-19,KY,City Council,District 5 (Louisville Metro),Aprile Hearn,,Betty Bailey | Dave Duncan | Donna Purvis | Ray Barker | Wallace Garner,Aprile Hearn,Betty Bailey | Dave Duncan | Donna Purvis | Ray Barker | Wallace Garner,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-e380dcac34b2bd829dd4,2026-08-04,MI,City Council,Ward 2 (Ypsilanti),Amy Rondel,,Patrick A. McLean,Amy Rondel | Patrick A. McLean,,1,development,1,0,0,0,policy_position,[],"[{""pair"": ""Amy Rondel / Patrick A. McLean"", ""relationship"": ""different_emphasis"", ""analysis"": ""Rondel emphasizes flexible zoning and neighborhood-scale housing options; McLean emphasizes infill development to expand the tax base. The excerpts do not establish opposing zoning positions."", ""comparison_id"": ""cmp-hb17-development""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-e4f88f1286d62b12a1ab,2018-05-15,PA,State House,District 30,Kareem Kandil,,Betsy Monroe | Jacob Pavlecic,Betsy Monroe | Jacob Pavlecic | Kareem Kandil,,1,climate_environment,1,0,0,0,policy_position,"[{""pair"": ""Kareem Kandil / Betsy Monroe"", ""analysis"": ""Both advocate using natural-gas extraction revenue for public investment. Kandil names a severance tax and impact fee for healthcare and education; Monroe emphasizes education and renewables. Their rhetoric should not be collapsed into a ban-versus-unrestricted-fracking binary."", ""comparison_id"": ""frontier-kandil-monroe-extraction-revenue""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-e6494c2530d8a2c89afa,2022-08-09,VT,State Senate,Chittenden Central,Tanya Vyhovsky,,Andrew Brown | Dawn Ellis | Erhard Mahnke | Martine Larocque Gulick | Phil Baruth,,Andrew Brown | Dawn Ellis | Erhard Mahnke | Martine Larocque Gulick | Phil Baruth | Tanya Vyhovsky,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-e7ab577213f4505717ec,2023-06-27,NY,County Legislature District 15,County Legislature District 15,Maurice Brown,,Tim Rudd,Maurice Brown | Tim Rudd,,1,housing,1,0,0,0,policy_position,[],"[{""pair"": ""Maurice Brown / Tim Rudd"", ""relationship"": ""different_strategy"", ""analysis"": ""Both address housing supply through urban development; Brown emphasizes mixed use and zoning changes, while Rudd centers concentrated urban-core density."", ""comparison_id"": ""cmp-hist-a-05-003""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-e86fd589efa245645b1e,2018-06-26,MD,County Executive,Montgomery County,Marc B. Elrich,,C. William Frick | David Blair | George L. Leventhal | Roger Berliner | Rose G. Krasnow,Marc B. Elrich,C. William Frick | David Blair | George L. Leventhal | Roger Berliner | Rose G. Krasnow,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-e87b28f84c6a49987afa,2026-08-11,WI,State Assembly,District 76,Juliana Bennett,,Dina Nina Martinez-Rutherford | Isaia Ben-Ami | Tony Castañeda | Zoe Sullivan,Dina Nina Martinez-Rutherford | Isaia Ben-Ami | Juliana Bennett | Tony Castañeda | Zoe Sullivan,,9,campaign_strategy_and_framing | climate_environment | housing,8,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Juliana Bennett / Isaia Ben-Ami"", ""analysis"": ""Both support a hyperscale data-center moratorium and public safeguards; their details do not establish identical eventual permitting rules."", ""comparison_id"": ""wi26-bennett-benami-data-centers""}, {""pair"": ""Juliana Bennett / Tony Castañeda"", ""analysis"": ""Both support a moratorium. Castañeda specifies five years for study; Bennett ties it to enactment of safeguards. The shared position does not erase those timing conditions."", ""comparison_id"": ""wi26-bennett-castaneda-data-centers""}, {""pair"": ""Juliana Bennett / Dina Nina Martinez-Rutherford"", ""analysis"": ""Both support a statewide moratorium and stronger safeguards. Martinez-Rutherford also emphasizes local control and her stated record in Madison."", ""comparison_id"": ""wi26-bennett-martinez-data-centers""}, {""pair"": ""Juliana Bennett / Zoe Sullivan"", ""analysis"": ""Both support a moratorium and ending tax advantages for data-center development."", ""comparison_id"": ""wi26-bennett-sullivan-data-centers""}, {""pair"": ""Juliana Bennett / Dina Nina Martinez-Rutherford"", ""analysis"": ""Both support restoring the ability to regulate rents. Martinez-Rutherford additionally names local inclusionary-zoning authority and a Tenant Bill of Rights."", ""comparison_id"": ""wi26-bennett-martinez-rent-control""}]","[{""pair"": ""Juliana Bennett / Isaia Ben-Ami"", ""relationship"": ""different_mechanism"", ""analysis"": ""Bennett emphasizes reallocating tax benefits, rent control and school-finance/property-tax changes; Ben-Ami emphasizes density and building-code reform. These are potentially complementary measures."", ""comparison_id"": ""wi26-bennett-benami-housing""}, {""pair"": ""Juliana Bennett / Tony Castañeda"", ""relationship"": ""different_mechanism"", ""analysis"": ""Bennett emphasizes tax reallocation and rent regulation; Castañeda emphasizes constraining outside investors and constructing more rentals. Neither answer establishes rejection of the other's tools."", ""comparison_id"": ""wi26-bennett-castaneda-housing""}, {""pair"": ""Juliana Bennett / Zoe Sullivan"", ""relationship"": ""different_mechanism"", ""analysis"": ""Bennett names tax reallocation and rent regulation; Sullivan names housing-fund access and grants. Their separate near-duplicate public-bank responses are withheld from independent comparison pending attribution review."", ""comparison_id"": ""wi26-bennett-sullivan-housing""}, {""pair"": ""Juliana Bennett / Dina Nina Martinez-Rutherford"", ""relationship"": ""different_emphasis"", ""analysis"": ""Here the DSA-endorsed candidate emphasizes experience inside several levels of government, while another Democrat emphasizes a nontraditional background and lived policy failures. The usual insider-versus-outsider shorthand cannot be assigned from endorsement labels alone."", ""comparison_id"": ""wi26-bennett-martinez-qualifications""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-e8ab7964ed1c0352d699,2018-06-26,NY,US House,District 14,Alexandria Ocasio-Cortez,,Joseph Crowley,Alexandria Ocasio-Cortez | Joseph Crowley,,3,campaign_strategy_and_framing | healthcare | immigration,1,2,0,0,campaign_frame | policy_position,"[{""pair"": ""Alexandria Ocasio-Cortez / Joseph Crowley"", ""analysis"": ""Both explicitly list healthcare as their first issue. Ocasio-Cortez names expanded Medicare for All; Crowley's short priority item does not specify an insurance mechanism."", ""comparison_id"": ""ny14-18-declared-health-priority""}]","[{""pair"": ""Alexandria Ocasio-Cortez / Joseph Crowley"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ocasio-Cortez explicitly calls for ICE abolition, while Crowley promises comprehensive immigration reform. The latter's unspecified agency policy is not coded as opposition to abolition."", ""comparison_id"": ""ny14-18-immigration-emphasis""}, {""pair"": ""Alexandria Ocasio-Cortez / Joseph Crowley"", ""relationship"": ""different_emphasis"", ""analysis"": ""Ocasio-Cortez criticizes Democrats settling for inadequate outcomes and emphasizes political courage; Crowley promises congressional action for working families. This compares their stated framing without inferring unspoken policy disagreement."", ""comparison_id"": ""ny14-18-campaign-change-frame""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-e8d8bf3d5cbd3d734a6f,2020-03-03,NC,US House,District 4,Daniel Ulysses Lockwood,,David E. Price,Daniel Ulysses Lockwood | David E. Price,,4,campaign_strategy_and_framing | foreign_policy | healthcare | technology,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Daniel Ulysses Lockwood / David E. Price"", ""analysis"": ""Both advocate stronger federal privacy protections. Lockwood names GDPR as a reference while Price emphasizes comprehensive legislation and clearer data-use disclosures; the shared goal does not make their full legal designs identical."", ""comparison_id"": ""nc20-lockwood-price-privacy""}]","[{""pair"": ""Daniel Ulysses Lockwood / David E. Price"", ""relationship"": ""different_mechanism"", ""analysis"": ""Lockwood specifies Medicare for All; Price emphasizes ACA protection and Medicaid expansion toward universal coverage. Lockwood's separate campaign criticism of Price is not used as proof that Price opposes every single-payer proposal."", ""comparison_id"": ""nc20-lockwood-price-health""}, {""pair"": ""Daniel Ulysses Lockwood / David E. Price"", ""relationship"": ""different_strategy"", ""analysis"": ""Lockwood foregrounds direct action and community organizing; Price foregrounds institutional leadership and bipartisan appropriations. Both approaches are documented in their own answers rather than assigned from their endorsement labels."", ""comparison_id"": ""nc20-lockwood-price-organizing""}, {""pair"": ""Daniel Ulysses Lockwood / David E. Price"", ""relationship"": ""different_emphasis"", ""analysis"": ""Lockwood foregrounds ending military interventions and particular arms support; Price foregrounds diplomacy, democratic institutions and displacement protections. These stated priorities do not prove opposite positions on an unmentioned specific intervention."", ""comparison_id"": ""nc20-lockwood-price-foreign""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-e8e05c727cae155eb824,2026-06-23,MD,County Commissioner,District 3 (Charles County),Mckayla Wilkes,,"James F. Wade, Sr.","James F. Wade, Sr.",Mckayla Wilkes,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-e998c1da8d59c9a7b9df,2023-05-16,PA,County Controller,Allegheny County,Darwin Leuba,,Corey O’Connor,Corey O’Connor | Darwin Leuba,,4,campaign_strategy_and_framing | democratic_reform | justice_and_public_safety | public_administration,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Darwin Leuba / Corey O’Connor"", ""analysis"": ""Both call attention to inadequate county staffing and the need to strengthen service capacity, rather than treating every fiscal-watchdog candidate as favoring staff cuts."", ""comparison_id"": ""pa23-leuba-oconnor-staffing""}]","[{""pair"": ""Darwin Leuba / Corey O’Connor"", ""relationship"": ""different_mechanism"", ""analysis"": ""Leuba emphasizes obtaining withheld records for public requesters; O'Connor emphasizes dashboards, searchable contracts and budget disclosure. These transparency mechanisms can complement one another."", ""comparison_id"": ""pa23-leuba-oconnor-transparency""}, {""pair"": ""Darwin Leuba / Corey O’Connor"", ""relationship"": ""different_strategy"", ""analysis"": ""Leuba would use his seat to ask excluded public questions; O'Connor seeks more state-granted authority for the board. Both identify accountability problems, using different proposed routes."", ""comparison_id"": ""pa23-leuba-oconnor-jail""}, {""pair"": ""Darwin Leuba / Corey O’Connor"", ""relationship"": ""different_emphasis"", ""analysis"": ""Leuba emphasizes donor independence and public legal challenges; O'Connor emphasizes his voting record and ethics proposals. Neither candidate's assertions about independence are independently certified by this comparison."", ""comparison_id"": ""pa23-leuba-oconnor-independence""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-ea5afd75c9af396451a4,2020-03-03,VA,President,Statewide,Bernard Sanders,,"Amy J. Klobuchar | Andrew Yang | Cory A. Booker | Deval Patrick | Elizabeth Warren | Joseph Robinette Biden, Jr | Juli Castro | Marianne D. Williamson | Michael F. Bennet | Michael R. Bloomberg | Peter M. P. Buttigieg | Thomas Steyer | Tulsi Gabbard",,"Amy J. Klobuchar | Andrew Yang | Bernard Sanders | Cory A. Booker | Deval Patrick | Elizabeth Warren | Joseph Robinette Biden, Jr | Juli Castro | Marianne D. Williamson | Michael F. Bennet | Michael R. Bloomberg | Peter M. P. Buttigieg | Thomas Steyer | Tulsi Gabbard",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-ea84c90b785e35a083cc,2023-09-12,CT,Legislative Council,District 3,Abdul-Razak Osmanu,,Delroy Crawford,,Abdul-Razak Osmanu | Delroy Crawford,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-eaa79aedeab5e04f8046,2020-06-23,KY,State House,District 28,Ramona Jade Thomas,,Charles W. Miller,,Charles W. Miller | Ramona Jade Thomas,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-eb3f0f10b223fdebdf9e,2024-08-01,TN,State Representative,District 83,Noah Nordstrom,,,,Noah Nordstrom,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-ecc2987534fdb6d1d696,2025-09-09,CT,Legislative Council,At-Large (Hamden),Maurine Crouch,,Delroy Crawford | Douglas J Foley | Katie Kiely | Marion Regina Mullings | Tasha Hunt,,Delroy Crawford | Douglas J Foley | Katie Kiely | Marion Regina Mullings | Maurine Crouch | Tasha Hunt,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-ed78b96c6f3c0fcafb06,2020-09-01,MA,State Representative,34th Middlesex District,Anna Callahan,,Christine P. Barber,Anna Callahan | Christine P. Barber,,4,campaign_strategy_and_framing | healthcare | housing,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Anna Callahan / Christine P. Barber"", ""analysis"": ""Both explicitly support Massachusetts single payer. Barber's additional public-option proposal is described as a step toward it, not a repudiation of it."", ""comparison_id"": ""ma20-callahan-barber-state-payer""}]","[{""pair"": ""Anna Callahan / Christine P. Barber"", ""relationship"": ""different_strategy"", ""analysis"": ""Callahan emphasizes organizing a statewide single-payer movement; Barber names a MassHealth buy-in public option as an interim route. Callahan also says she accepts useful incremental bills, so this is not an uncompromising-versus-pragmatic binary."", ""comparison_id"": ""ma20-callahan-barber-health-route""}, {""pair"": ""Anna Callahan / Christine P. Barber"", ""relationship"": ""different_mechanism"", ""analysis"": ""Callahan foregrounds social housing and land trusts; Barber foregrounds zoning, accessibility and tenant protections. Both support tenant protections and housing production; omission is not opposition."", ""comparison_id"": ""ma20-callahan-barber-housing""}, {""pair"": ""Anna Callahan / Christine P. Barber"", ""relationship"": ""different_emphasis"", ""analysis"": ""Callahan makes movement-building her leading governing strategy; Barber emphasizes legislative and advocacy coalitions that can pass policy. Both describe working with groups beyond the legislature."", ""comparison_id"": ""ma20-callahan-barber-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-ef20ff0afae6a0db133a,2024-09-03,MA,State Representative,25th Middlesex District,Evan MacKay,,Marjorie C. Decker,,Evan MacKay | Marjorie C. Decker,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-efcab956da48210a967a,2022-09-06,MA,State Representative,27th Middlesex District,Erika Uyterhoeven,,Jason Daniel Mackey,Erika Uyterhoeven,Jason Daniel Mackey,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-f1956e4841f9053f1c5f,2022-03-01,TX,Justice of the Peace,Travis County Precinct 1,Andrew Hairston,,Yvonne Williams,,Andrew Hairston | Yvonne Williams,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-f1e0f94b57d24c62031b,2026-05-19,GA,State House,District 42,Gabriel Sanchez,,Carlos Vilela,Carlos Vilela | Gabriel Sanchez,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-f289969f5b8add9b1d6d,2024-04-02,WI,Democratic Presidential Primary,Statewide,Uninstructed Campaign,,Joe Biden,,Joe Biden | Uninstructed Campaign,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-f2c9d92dc23853bec68c,2020-09-15,DE,State House,District 7,Larry D. Lambert Jr.,,Ray Seigfried,,Larry D. Lambert Jr. | Ray Seigfried,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-f3aaa34dd9a639324f87,2024-05-21,KY,Metro Council,District 6,J.P. Lyninger,,Kate Dittmeier Holm | Phil Baker,,J.P. Lyninger | Kate Dittmeier Holm | Phil Baker,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-f3f07859937b7b7f9309,2020-06-23,KY,City Council,Louisville Metro Council District 4,Robert LeVertis Bell,,Adam Caperton | Curtis Green | Jecorey Arthur | Nia Marshall | Ron Bolton,,Adam Caperton | Curtis Green | Jecorey Arthur | Nia Marshall | Robert LeVertis Bell | Ron Bolton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-f8472a6d24864b436bac,2020-06-23,NY,State Senate,District 25,Jabari Brisport,,Jason Salmon | Tremaine S. Wright,Jabari Brisport | Jason Salmon,Tremaine S. Wright,1,healthcare,1,0,0,0,policy_position,"[{""pair"": ""Jabari Brisport / Jason Salmon"", ""analysis"": ""Both support single-payer health care. Salmon specifies passage of the New York Health Act; Brisport emphasizes universal quality coverage and redirecting resources toward underserved health needs."", ""comparison_id"": ""cmp-joldc-brisport-salmon-single-payer""}]",[],paired_reviewed_evidence,not_a_complete_platform_census,,
race-f9f7cf71f368ebb7198f,2021-06-22,NY,City Council,Troy District 5,Kiani Conley-Wilson,,Cary M. Dresher,,Cary M. Dresher | Kiani Conley-Wilson,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-faedb9eae89753fe8246,2020-06-02,PA,State House,District 188,Rick Krajewski,,Gregory Benjamin | James Roebuck Jr. | Karen Dunn,,Gregory Benjamin | James Roebuck Jr. | Karen Dunn | Rick Krajewski,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-fb65bfde62e1421cbc4d,2024-05-21,KY,City Council,Louisville Metro District 4,Joshua Alexander Crowder,,Barbara Sexton Smith | Carol Clark | Demetrius McDowell Sr. | Dennisha Rivers | Dino Johnson | Joseph Dahmer | Ken Herndon | Mary Hall | Peighton Wright | Stan Moore,,Barbara Sexton Smith | Carol Clark | Demetrius McDowell Sr. | Dennisha Rivers | Dino Johnson | Joseph Dahmer | Joshua Alexander Crowder | Ken Herndon | Mary Hall | Peighton Wright | Stan Moore,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-fb8880263e03b2c97832,2020-05-19,OR,US House,District 4,Doyle Canning,,Peter DeFazio,Doyle Canning | Peter DeFazio,,3,campaign_strategy_and_framing | climate_environment | healthcare,2,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Doyle Canning / Peter DeFazio"", ""analysis"": ""Both state a universal-access healthcare goal. Canning explicitly names Medicare for All; DeFazio's selected statement does not specify the same financing system. The broader shared goal is not treated as proof of identical plans."", ""comparison_id"": ""or20-canning-defazio-health""}]","[{""pair"": ""Doyle Canning / Peter DeFazio"", ""relationship"": ""different_emphasis"", ""analysis"": ""Canning foregrounds rural investment and local clean energy; DeFazio foregrounds a green transportation plan and his Green New Deal co-sponsorship. Both support climate action, and their proposals can complement one another."", ""comparison_id"": ""or20-canning-defazio-climate""}, {""pair"": ""Doyle Canning / Peter DeFazio"", ""relationship"": ""different_emphasis"", ""analysis"": ""Canning foregrounds donor independence and movement change; DeFazio foregrounds corporate oversight and his legislative record. His actual submitted statement is used rather than positions from a later leadership PAC or letters written by supporters."", ""comparison_id"": ""or20-canning-defazio-corporate-frame""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-fc455554338c9836cfc0,2026-06-23,NY,State Senate,District 25,Jabari Brisport,,Marlon Rice,Jabari Brisport | Marlon Rice,,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-fcfe33f1e003a147ac5c,2023-06-27,NY,City Council,District 8,Jorge DeFendini,,,,Jorge DeFendini,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-fd97e89a58d56d7d9494,2026-06-23,MD,County Council,At-Large (Montgomery County),Josie Caballero,,Christa Tichy | Dana Eugene Gassaway | Fatmata Barrie | Hamza Khan | Jeremiah Pope | Jim McNulty | Karla Silvestre | Laurie-Anne Sayles | Lelia B. True | Marc Elrich | Matt Losak | Muhammad Arif Wali | Prabu Selvam | Radwan Chowdhury | Scott Evan Goldberg | Steve Solomon | Vicki Vergagni,Dana Eugene Gassaway | Fatmata Barrie | Hamza Khan | Jeremiah Pope | Jim McNulty | Josie Caballero | Karla Silvestre | Laurie-Anne Sayles | Lelia B. True | Marc Elrich | Matt Losak | Muhammad Arif Wali | Prabu Selvam | Radwan Chowdhury | Scott Evan Goldberg | Steve Solomon | Vicki Vergagni,Christa Tichy,1,housing,1,0,0,0,policy_position,[],"[{""pair"": ""Josie Caballero / Karla Silvestre"", ""relationship"": ""different_strategy"", ""analysis"": ""Both address housing affordability. Caballero combines added supply with renter cost relief, while Silvestre specifies missing-middle housing types near transit and activity centers; neither statement is treated as opposition to the other."", ""comparison_id"": ""cmp-hist-c-36-josie-karla""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-fdaa52172ee2bd5da855,2022-08-09,MN,State Senate,Minnesota District 8,Jen McEwen,,,,Jen McEwen,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-fe1f1d02b936bf366fab,2018-05-15,PA,State House,District 184,Elizabeth Fiedler,,Jonathan Rowan | Nicholas Didonato Jr. | Thomas Wyatt,,Elizabeth Fiedler | Jonathan Rowan | Nicholas Didonato Jr. | Thomas Wyatt,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-al,2016-03-01,AL,President,Alabama,Bernie Sanders,Uncommitted,"Hillary Clinton | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ar,2016-03-01,AR,President,Arkansas,Bernie Sanders,,"Hillary Clinton | James Valentine | John Wolfe | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | James Valentine | John Wolfe | Martin J. O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-az,2016-03-22,AZ,President,Arizona,Bernie Sanders,,"Henry Hewes | Hillary Clinton | Martin O'Malley | Michael Steinberg | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Henry Hewes | Hillary Clinton | Martin O'Malley | Michael Steinberg | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ca,2016-06-07,CA,President,California,Bernie Sanders,,"Henry Hewes | Hillary Clinton | Keith Judd | Michael Steinberg | Roque ""Rocky"" De La Fuente | Willie Wilson",,"Bernie Sanders | Henry Hewes | Hillary Clinton | Keith Judd | Michael Steinberg | Roque ""Rocky"" De La Fuente | Willie Wilson",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ct,2016-04-26,CT,President,Connecticut,Bernie Sanders,Uncommitted,"Hillary Clinton | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-dc,2016-06-14,DC,President,District of Columbia,Bernie Sanders,Scattered,"Hillary Clinton | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-de,2016-04-26,DE,President,Delaware,Bernie Sanders,,"Hillary Clinton | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-fl,2016-03-15,FL,President,Florida,Bernie Sanders,,Hillary Clinton | Martin J. O'Malley,,Bernie Sanders | Hillary Clinton | Martin J. O'Malley,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ga,2016-03-01,GA,President,Georgia,Bernie Sanders,,Hillary Clinton | Martin O'Malley | Michael Steinberg,,Bernie Sanders | Hillary Clinton | Martin O'Malley | Michael Steinberg,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-il,2016-03-15,IL,President,Illinois,Bernie Sanders,,"Hillary Clinton | Larry (Lawrence) Cohen | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Wille L. Wilson",,"Bernie Sanders | Hillary Clinton | Larry (Lawrence) Cohen | Martin J. O'Malley | Roque ""Rocky"" De La Fuente | Wille L. Wilson",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-in,2016-05-03,IN,President,Indiana,Bernie Sanders,,Hillary Clinton,,Bernie Sanders | Hillary Clinton,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
us-president-dem-primary-2016-ma,2016-03-01,MA,President,Massachusetts,Bernie Sanders,No Preference,"Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",,"Bernie Sanders | Hillary Clinton | Martin O'Malley | Roque ""Rocky"" De La Fuente",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
