excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
or20-canning-health,Doyle Canning,race-fb8880263e03b2c97832,2020-05-19,healthcare,Champion Medicare for All to cover us all,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,universal_healthcare_access,support,Champion Medicare for All to cover us all,paragraph 32,"Pledges Medicare for All, including mental-health and addiction treatment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Doyle Canning,"Assistant source review; Pledges Medicare for All, including mental-health and addiction treatment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fb7bbc0089aae2c84c211d72-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Doyle Canning', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",Doyle Elizabeth Canning,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official candidate list and page32 statement identify Doyle Elizabeth Canning in the2020 Democratic Fourth Congressional District primary, matching the canonical public name Doyle Canning.'}","Pledges Medicare for All, including mental-health and addiction treatment.",,
or20-defazio-health,Peter DeFazio,race-fb8880263e03b2c97832,2020-05-19,healthcare,everyone has access to quality health care,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,opponent_candidate,universal_healthcare_access,support,everyone has access to quality health care,paragraph 32,"States a goal of quality healthcare access for everyone and confronting pharmaceutical and insurance corporations. This passage does not specify an identical financing design to Canning's. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Peter DeFazio,"Assistant source review; States a goal of quality healthcare access for everyone and confronting pharmaceutical and insurance corporations. This passage does not specify an identical financing design to Canning's. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,117f76904ca4356861e0e4e8-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Peter DeFazio', 'role': 'opponent', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",,,States a goal of quality healthcare access for everyone and confronting pharmaceutical and insurance corporations. This passage does not specify an identical financing design to Canning's.,,
or20-canning-climate,Doyle Canning,race-fb8880263e03b2c97832,2020-05-19,climate_energy,bring locally made clean energy here,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,climate_investment_strategy,rural_investment_and_local_clean_energy,bring locally made clean energy here,paragraph 32,"Pledges climate action and locally made clean energy tied to rural Oregon investment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Doyle Canning,"Assistant source review; Pledges climate action and locally made clean energy tied to rural Oregon investment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fb7bbc0089aae2c84c211d72-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Doyle Canning', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",Doyle Elizabeth Canning,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official candidate list and page32 statement identify Doyle Elizabeth Canning in the2020 Democratic Fourth Congressional District primary, matching the canonical public name Doyle Canning.'}",Pledges climate action and locally made clean energy tied to rural Oregon investment.,,
or20-defazio-climate,Peter DeFazio,race-fb8880263e03b2c97832,2020-05-19,climate_energy,electrify our highways,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,opponent_candidate,climate_investment_strategy,transport_electrification_and_green_new_deal,electrify our highways,paragraph 32,"Presents Green New Deal co-sponsorship and a transportation plan for electrification, fossil-fuel transition and jobs as his climate approach. Claimed accomplishments remain attributed. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Peter DeFazio,"Assistant source review; Presents Green New Deal co-sponsorship and a transportation plan for electrification, fossil-fuel transition and jobs as his climate approach. Claimed accomplishments remain attributed. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,117f76904ca4356861e0e4e8-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Peter DeFazio', 'role': 'opponent', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",,,"Presents Green New Deal co-sponsorship and a transportation plan for electrification, fossil-fuel transition and jobs as his climate approach. Claimed accomplishments remain attributed.",,
or20-canning-corporate-frame,Doyle Canning,race-fb8880263e03b2c97832,2020-05-19,campaign_approach,Has never taken a dime from the fossil fuel industry,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,campaign_frame,,or20-state-primary-guide,endorsed_candidate,corporate_power_and_accountability,donor_independence_and_movement_change,Has never taken a dime from the fossil fuel industry,paragraph 32,"Frames her campaign around independence from several corporate interests and grassroots change. Her statements about donations are not an independent finance audit. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Doyle Canning,"Assistant source review; Frames her campaign around independence from several corporate interests and grassroots change. Her statements about donations are not an independent finance audit. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fb7bbc0089aae2c84c211d72-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Doyle Canning', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",Doyle Elizabeth Canning,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official candidate list and page32 statement identify Doyle Elizabeth Canning in the2020 Democratic Fourth Congressional District primary, matching the canonical public name Doyle Canning.'}",Frames her campaign around independence from several corporate interests and grassroots change. Her statements about donations are not an independent finance audit.,,
or20-defazio-corporate-frame,Peter DeFazio,race-fb8880263e03b2c97832,2020-05-19,campaign_approach,holding Boeing accountable,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,campaign_frame,,or20-state-primary-guide,opponent_candidate,corporate_power_and_accountability,oversight_and_record_of_confronting_corporations,holding Boeing accountable,paragraph 32,"Frames his campaign around corporate oversight and legislative action, especially aviation safety. The record claim is attributed rather than independently certified. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Peter DeFazio,"Assistant source review; Frames his campaign around corporate oversight and legislative action, especially aviation safety. The record claim is attributed rather than independently certified. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,117f76904ca4356861e0e4e8-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Peter DeFazio', 'role': 'opponent', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",,,"Frames his campaign around corporate oversight and legislative action, especially aviation safety. The record claim is attributed rather than independently certified.",,
or20-canning-tax,Doyle Canning,race-fb8880263e03b2c97832,2020-05-19,tax_policy,Ensure billionaires and big corporations contribute their fair share.,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,wealthy_and_corporate_contributions,increase_fair_share,Ensure billionaires and big corporations contribute their fair share.,paragraph 32,"Pledges a greater fair-share contribution from wealthy people and large corporations; no specific rate is invented. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Doyle Canning,"Assistant source review; Pledges a greater fair-share contribution from wealthy people and large corporations; no specific rate is invented. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fb7bbc0089aae2c84c211d72-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Doyle Canning', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",Doyle Elizabeth Canning,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official candidate list and page32 statement identify Doyle Elizabeth Canning in the2020 Democratic Fourth Congressional District primary, matching the canonical public name Doyle Canning.'}",Pledges a greater fair-share contribution from wealthy people and large corporations; no specific rate is invented.,,
or20-canning-wars,Doyle Canning,race-fb8880263e03b2c97832,2020-05-19,foreign_policy,Lead the movement to end the Forever Wars,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 32,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,end_prolonged_wars,support,Lead the movement to end the Forever Wars,paragraph 32,"Pledges to end prolonged wars and support veterans. No opposing DeFazio stance is inferred from this pamphlet's omissions. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Doyle Canning,"Assistant source review; Pledges to end prolonged wars and support veterans. No opposing DeFazio stance is inferred from this pamphlet's omissions. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,fb7bbc0089aae2c84c211d72-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 32 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-fb8880263e03b2c97832', 'candidate_name': 'Doyle Canning', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 32'}",Doyle Elizabeth Canning,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official candidate list and page32 statement identify Doyle Elizabeth Canning in the2020 Democratic Fourth Congressional District primary, matching the canonical public name Doyle Canning.'}",Pledges to end prolonged wars and support veterans. No opposing DeFazio stance is inferred from this pamphlet's omissions.,,
or20-gamba-health,Mark F Gamba,race-9d82dba19c1d7ed773d0,2020-05-19,healthcare,"Mark supports universal healthcare, including long-term care",https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,universal_healthcare_access,support,"Mark supports universal healthcare, including long-term care",paragraph 35,"Supports universal healthcare including long-term care and epidemic response. His separate campaign attack on Schrader is not used as evidence of Schrader's own position. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Mark F Gamba,"Assistant source review; Supports universal healthcare including long-term care and epidemic response. His separate campaign attack on Schrader is not used as evidence of Schrader's own position. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,4db7e30064b1e39c6ac853ab-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 35 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9d82dba19c1d7ed773d0', 'candidate_name': 'Mark F Gamba', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 35'}",,,Supports universal healthcare including long-term care and epidemic response. His separate campaign attack on Schrader is not used as evidence of Schrader's own position.,,
or20-schrader-health,Kurt Schrader,race-9d82dba19c1d7ed773d0,2020-05-19,healthcare,Kurt has worked for univer- sal healthcare,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,opponent_candidate,universal_healthcare_access,support,Kurt has worked for univer- sal healthcare,paragraph 34,"States support for universal healthcare through his own campaign's account, emphasizing the ACA and lower prescription costs. This does not establish single-payer support. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Kurt Schrader,"Assistant source review; States support for universal healthcare through his own campaign's account, emphasizing the ACA and lower prescription costs. This does not establish single-payer support. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,e6f610ae53f7b5c7d7acb6c2-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 34 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9d82dba19c1d7ed773d0', 'candidate_name': 'Kurt Schrader', 'role': 'opponent', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 34'}",,,"States support for universal healthcare through his own campaign's account, emphasizing the ACA and lower prescription costs. This does not establish single-payer support.",,
or20-reynolds-health,Blair G Reynolds,race-9d82dba19c1d7ed773d0,2020-05-19,healthcare,We need healthcare. For all. NOW.,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 34,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,opponent_candidate,universal_healthcare_access,support,We need healthcare. For all. NOW.,paragraph 34,"Calls for universal healthcare and criticizes dependence on employer insurance; a specific financing design is not supplied in this passage. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Blair G Reynolds,"Assistant source review; Calls for universal healthcare and criticizes dependence on employer insurance; a specific financing design is not supplied in this passage. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,507832e3b5e50a72396c89a1-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 34 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9d82dba19c1d7ed773d0', 'candidate_name': 'Blair G Reynolds', 'role': 'opponent', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 34'}",Blair Reynolds,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['or20-state-primary-guide'], 'notes': 'The official page34 candidate header uses Blair G Reynolds and his furnished-statement footer uses Blair Reynolds for Congress; both refer to the same Fifth District Democratic primary candidate.'}",Calls for universal healthcare and criticizes dependence on employer insurance; a specific financing design is not supplied in this passage.,,
or20-gamba-climate,Mark F Gamba,race-9d82dba19c1d7ed773d0,2020-05-19,climate_energy,Mark is fighting for the Green New Deal,https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf,,paragraph 35,3421ff0da058d7592c8f2fe272d18cc13576bd0f36974c24e260b8342b74c976,false,assistant_source_review_not_independent_human_gold,policy_position,,or20-state-primary-guide,endorsed_candidate,climate_policy_strategy,green_new_deal,Mark is fighting for the Green New Deal,paragraph 35,"Presents Green New Deal jobs and climate action as a central commitment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",Mark F Gamba,"Assistant source review; Presents Green New Deal jobs and climate action as a central commitment. Original official2020 primary pamphlet retained from the county election office. Candidate sections expressly say who furnished the information; page22 separately lists the party/district fields. The April6 certificate dates the preparation of this edition, not its first public release, and the2023 upload path is not publication evidence. Exact publication timing remains qualified. Candidate attacks and supporters' endorsements are not treated as opponents' own positions or independent factual findings.",,,,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,pre_primary_time_unverified,,,4db7e30064b1e39c6ac853ab-3421ff0da058,,,,candidate_submitted_official_voter_guide,,,,,,paragraph 35 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://sos.oregon.gov/elections/Documents/results/may-2020-official.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-9d82dba19c1d7ed773d0', 'candidate_name': 'Mark F Gamba', 'role': 'endorsed', 'election_date': '2020-05-19', 'source_type': 'candidate_submitted_official_voter_guide', 'publication_date': None, 'source_url': 'https://re.bentoncountyor.gov/wp-content/uploads/2023/12/2020May19_State-Voters-Pamphlet.pdf', 'locator': 'paragraph 35'}",,,Presents Green New Deal jobs and climate action as a central commitment.,,
