statement_key,race_id,candidate_name,election_date,party,role,evidence_status,topic,subtopic,stance,quote,source_url,source_type,published_date,locator,direct_opponent_name,notes
811e852db9f1c97e0f235918,race-44fa4abc5f1e04d0b657,Attica Woodson Scott,2024-05-21,Democratic,endorsed,verified,democracy,constitutional_change,support,"It’s a challenge to run against an incumbent, but it’s also important to do because I believe in term limits because we need to have a change. We need to have different and new experiences and voices who are serving in office",https://spectrumnews1.com/ky/louisville/news/2024/01/16/attica-scott-running-for-kentucky-senate,candidate_interview,2024-01-16,Spectrum News interview — term limits,,Primary-period direct interview; exact Scott words.
811e852db9f1c97e0f235918,race-44fa4abc5f1e04d0b657,Attica Woodson Scott,2024-05-21,Democratic,endorsed,verified,civil_rights,racial_justice,oppose,"But I also understand that there are multiple attacks on education across Kentucky, including Senate Bill 6, which in effect does away with diversity, equity and inclusion trainings at our public colleges and universities",https://spectrumnews1.com/ky/louisville/news/2024/01/16/attica-scott-running-for-kentucky-senate,candidate_interview,2024-01-16,Spectrum News interview — SB 6 and DEI training,,Primary-period direct interview; exact Scott words. Oppose reflects her description of SB 6 as an attack on education and DEI training.
811e852db9f1c97e0f235918,race-44fa4abc5f1e04d0b657,Attica Woodson Scott,2024-05-21,Democratic,endorsed,verified,civil_rights,racial_justice,support,"When I served in the state legislature, for example, I was working on things like black maternal health and the Crown Act and expanding the teaching of black and indigenous history.",https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 01:48–02:25 — prior legislative priorities",,Primary-period KET candidate interview preserved in the program’s official captions; exact Scott words.
811e852db9f1c97e0f235918,race-44fa4abc5f1e04d0b657,Attica Woodson Scott,2024-05-21,Democratic,endorsed,verified,public_safety,police_reform,support,We didn't get the full ban on no knock warrants that we wanted out of the protest in 2020. But we saw Louisville pass a ban on no knock warrants. We know that Bowling Green has a ban on no knock warrants.,https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 02:28–02:42 — no-knock warrants",,Primary-period KET candidate interview preserved in the program’s official captions; exact Scott words.
811e852db9f1c97e0f235918,race-44fa4abc5f1e04d0b657,Attica Woodson Scott,2024-05-21,Democratic,endorsed,verified,tax_budget,income_tax,oppose,And now elders in my community are fearful that they're going to lose their home because their taxes have tripled in the past year or so. Those promises were denied. They were not kept.,https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 04:31–04:45 — TIF-related tax burden",,Primary-period KET candidate interview preserved in the program’s official captions; exact Scott words. Classified as opposition to the tax burden she attributes to the development mechanism.
4e959134e7c9f1deb08fea6b,race-feec176b89a4744d3bba,Pamela D. Stevenson,2022-05-17,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,,"Search log (2026-08-13): searched Pamela D. Stevenson/Pam Stevenson for the 2022 Kentucky House District 43 Democratic primary through 2022-05-17; checked Ballotpedia and official election profiles, campaign Facebook/Instagram and likely campaign sites, candidate questionnaires/voter guides, legislative and local-news interviews, Google News history, and Internet Archive leads. A KFTC survey page with exact Stevenson responses concerns the 2020 open-seat primary and was excluded as the wrong cycle; later 2022 attorney-general-launch material was also excluded. No accessible qualifying 2022 primary-period exact first-party policy statement was verified."
60af8f17e126a29ba7847db8,race-eaa79aedeab5e04f8046,Ramona Jade Thomas,2020-06-23,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,Charles W. Miller,"Search log (2026-08-13): searched Ramona Jade Thomas and name variants for the 2020 Kentucky House District 28 Democratic primary through 2020-06-23; checked the KFTC district guide, Ballotpedia/BallotReady/Vote-USA leads, likely campaign web/social accounts, questionnaires, interviews, local news, and Internet Archive results. The KFTC guide documents that Thomas suspended her campaign and that her name remained on the ballot, but it exposes no exact policy response; the linked Facebook announcement was not retrievable as qualifying text. Election metadata, endorsements, suspension reporting, and third-party paraphrase were excluded. No accessible primary-period exact first-party policy statement was verified."
57bb271920d3f09c8b7e1674,race-eaa79aedeab5e04f8046,Charles W. Miller,2020-06-23,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,Ramona Jade Thomas,"Search log (2026-08-13): searched Charles W. Miller/Charlie Miller for the 2020 Kentucky House District 28 Democratic primary through 2020-06-23; checked the KFTC district guide, official legislative/election pages, Ballotpedia and voter-guide leads, campaign web/social, questionnaires, interviews, local news, and archives. KFTC explicitly says Miller did not reply to its survey; no other accessible primary-period exact first-party policy statement was verified. Legislative biography, voting records, election metadata, and journalist paraphrases were excluded."
0654d93a2b21b5cd6484ddd6,race-df353a5d05f5d7acb107,Daniel Gillette,2018-05-22,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,Ryan Fenwick,"Search log (2026-08-13): searched Daniel Gillette and name variants for the 2018 Louisville mayoral Democratic primary through 2018-05-22; checked Ballotpedia/election profiles, likely campaign web/social, questionnaires and voter guides, LPM/WFPL's Curious Louisville primary-response series, debates/interviews, local news, and archives. No recoverable Gillette response page or other exact first-party policy artifact was located. Election metadata, third-party descriptions, inaccessible social text, and later material were excluded."
f84cb90f326e87114ac9a544,race-b8f238ec989961d03079,Richard Becker,2018-05-22,Democratic,endorsed,source_unavailable,,,unclear,,,,,Search log,Lisa Willner,"Search log (2026-08-13): searched Richard Becker/Becker for Kentucky for the 2018 Kentucky House District 35 Democratic primary through 2018-05-22; checked Ballotpedia/KeyWiki leads, the official campaign Facebook page, the @beckerforKY X record and Wayback captures, candidate surveys/voter guides, local interviews/news, and likely campaign domains. The sole indexed campaign X status could not be recovered as policy text; Louisville DSA endorsement material is not a candidate statement. No accessible primary-period exact first-party policy statement was verified."
502fa77b0b6e5ae505a38f53,race-b8f238ec989961d03079,Jack W. Walker,2018-05-22,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,Richard Becker,"Search log (2026-08-13): searched Jack W. Walker/Jack Walker for the 2018 Kentucky House District 35 Democratic primary through 2018-05-22; checked Ballotpedia/election profiles, likely campaign domains and social accounts, candidate questionnaires/voter guides, direct interviews/forums, local news, and Internet Archive results. Only election/candidacy metadata and non-policy references were recoverable. No accessible primary-period exact first-party policy statement was verified."
6d4df25fc5de1a5a9442d381,race-44fa4abc5f1e04d0b657,Gerald A. Neal,2024-05-21,Democratic,opponent,verified,political_strategy,governing,support,"We're in the minority. I'm the minority leader of my caucus. So if I can't negotiate with it, they do not respect me. If they don't understand what I need and are willing to deal with that, then you know that that role means nothing.",https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 02:48–03:04 — minority-caucus governing strategy",,Primary-period KET candidate interview preserved in the program’s official captions; exact Neal words.
6d4df25fc5de1a5a9442d381,race-44fa4abc5f1e04d0b657,Gerald A. Neal,2024-05-21,Democratic,opponent,verified,healthcare,coverage_expansion,support,"Something I always go back to because it recurs every single year. I was the author. I passed a bill that you referred to as K Chip, and it provides health care to families that fell between the cracks. And I'm talking about tens of thousands of children each year.",https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 03:06–03:25 — KCHIP",,"Primary-period KET candidate interview preserved in the program’s official captions; exact Neal words, retaining the caption rendering “K Chip.”"
6d4df25fc5de1a5a9442d381,race-44fa4abc5f1e04d0b657,Gerald A. Neal,2024-05-21,Democratic,opponent,verified,tax_budget,public_spending,support,Funds to Simmons College so they can expand in terms of the dormitory that they're trying to see,https://ket.org/program/kentucky-edition/longtime-lawmaker-versus-well-known-activist-in-closely-watched-kentucky-primary-race/,candidate_interview,2024-05-14,"KET video, 03:31–03:45 — district investments",,Primary-period KET candidate interview preserved in the program’s official captions; exact Neal words.
f641d5774237f4124d4292e1,race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified,healthcare,public_health,support,I believe we are still in the triage stage of response to the pandemic and I want to be sure residents of District 10 and the larger community have access to testing and treatment.,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,Coronavirus response question,,Primary-period LPM questionnaire; exact Mulvihill words.
f641d5774237f4124d4292e1,race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified,public_safety,police_reform,support,"As our community continues to mourn the loss of Breonna Taylor and demand change, Breonna’s Law, which eliminates the use of no-knock warrants, will ensure that a tragedy like this never happens again. I was proud to join my Metro Council colleagues in unanimously passing Breonna’s Law earlier this week.",https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,LMPD reform question — Breonna’s Law,,Primary-period LPM questionnaire; exact Mulvihill words.
f641d5774237f4124d4292e1,race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified,civil_rights,racial_justice,support,The Metro Council is committed to creating a Committee on Race Equity to look at and address inequities and disparities that span across our community to eradicate systematic racism and police violence against people of color.,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,LMPD reform question — Committee on Race Equity,,Primary-period LPM questionnaire; exact Mulvihill words.
f641d5774237f4124d4292e1,race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified,public_safety,police_reform,support,"A significant part of that process must involve a comprehensive review of recruitment and selection of applicants. It’s important to thoroughly assess the applicants to determine whether they possess the temperament, competence, and moral decency to fulfill the role. We must also review and improve the de-escalation training and cultural competency training LMPD provides to its officers.",https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,LMPD reform question — recruitment and training,,Primary-period LPM questionnaire; exact Mulvihill words.
f641d5774237f4124d4292e1,race-545d24c0467c329fe6e1,Pat Mulvihill,2020-06-23,Democratic,opponent,verified,housing,homeownership,support,"Along with economic development opportunities, there is also a significant need for single-floor housing options that allows our seniors to stay in the area. Aging in place is a challenge for seniors who have lived for many years in older, multi-story homes.",https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,District priority question — senior housing,,Primary-period LPM questionnaire; exact Mulvihill words.
ad3b18142289088b9c0dc01f,race-b8f238ec989961d03079,Lisa Willner,2018-05-22,Democratic,opponent,source_unavailable,,,unclear,,,,,Search log,Richard Becker,"Search log (2026-08-13): searched Lisa Willner for the 2018 Kentucky House District 35 Democratic primary through 2018-05-22; checked Ballotpedia/election profiles, campaign Facebook/Instagram and likely domains, KFTC district-guide and survey leads, candidate questionnaires, direct interviews/local news, Google News history, and archives. Accessible KFTC and legislative material concerns her later service or later election cycles and was excluded; no recoverable 2018 primary-period exact first-party policy statement was verified."
ef512333ed47701d7f1bcdf4,race-545d24c0467c329fe6e1,Ryan Fenwick,2020-06-23,Democratic,endorsed,verified,labor,union_rights,support,To protect health we need to listen to workers and their unions to make sure they are healthy at their jobs and have adequate protections.,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,Coronavirus response question — worker protections,,Primary-period LPM questionnaire; exact Fenwick words.
ef512333ed47701d7f1bcdf4,race-545d24c0467c329fe6e1,Ryan Fenwick,2020-06-23,Democratic,endorsed,verified,public_safety,police_reform,support,"Our budget for policing and incarcerating in Louisville is half of our yearly spending. It is immoral and unsustainable to spend so much on policing when the mounting evidence shows investment in alleviation of root causes, such as drug addiction, mental health, domestic violence intervention, peer-led violence interruption, at the city level is likely a more effective and more humane remedy.",https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,LMPD reform question — policing budget and root causes,,Primary-period LPM questionnaire; exact Fenwick words.
ef512333ed47701d7f1bcdf4,race-545d24c0467c329fe6e1,Ryan Fenwick,2020-06-23,Democratic,endorsed,verified,housing,zoning,support,I believe the number one District 10 challenge is a need to plan and implement investments to take our neighborhoods to the next level without driving out our long-term residents.,https://www.lpm.org/news/2020-06-17/kentucky-primary-2020-louisville-metro-council-district-10,candidate_questionnaire,2020-06-17,District priority question — investment without displacement,,Primary-period LPM questionnaire; exact Fenwick words.
fabac16a3c9143fdaa8b4697,race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified,climate_energy,transit,support,"We’re putting in our first bus rapid transit system in the city. That’s going to be going down 18th Street and Dixie Highway; that’ll be coming into place next year, so that will speed up commutes, work with some intelligent transportation systems so it’s moving through stoplights much for rapidly, so I’m anxious to see how that’s going to work out.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-greg-fischer-answers-your-questions,candidate_questionnaire,2018-05-21,Mass-transit question — bus rapid transit,,Primary-period LPM questionnaire published one day before the primary; exact Fischer words.
fabac16a3c9143fdaa8b4697,race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified,education,public_schools,support,"We need to, as a society, figure out how to wrap those types of services around our kids, so that we can close these gaps we see at JCPS.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-greg-fischer-answers-your-questions,candidate_questionnaire,2018-05-21,JCPS question — whole-child services,,Primary-period LPM questionnaire published one day before the primary; exact Fischer words.
fabac16a3c9143fdaa8b4697,race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified,housing,public_housing,support,"We flood homeless camps with resources and social workers so that we can try to get people in stable housing situations. The other thing is that we have put in an unprecedented amount into affordable housing in the community because as housing costs have gone up, some people are forced out to the streets.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-greg-fischer-answers-your-questions,candidate_questionnaire,2018-05-21,Homelessness question — housing and services,,Primary-period LPM questionnaire published one day before the primary; exact Fischer words.
fabac16a3c9143fdaa8b4697,race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified,climate_energy,emissions,support,"This year, as part of the budget, I’ve put $600,000 for tree programs.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-greg-fischer-answers-your-questions,candidate_questionnaire,2018-05-21,Tree-canopy question — city tree funding,,Primary-period LPM questionnaire published one day before the primary; exact Fischer words. Classified to urban tree-canopy climate mitigation.
fabac16a3c9143fdaa8b4697,race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified,immigration,border_policy,oppose,Local law enforcement has specific duties; they do not include enforcement of federal immigration law. Those are two very different issues.,https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-greg-fischer-answers-your-questions,candidate_questionnaire,2018-05-21,Immigration-enforcement question,,Primary-period LPM questionnaire published one day before the primary; exact Fischer words. Oppose reflects opposition to local enforcement of federal immigration law.
ff500b616ec8b81b93e8e4d5,race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified,climate_energy,transit,support,"It’s time for us to do a comprehensive evaluation of our TARC routes and how well they are serving the community, and it’s really important that we start investing in TARC at appropriate levels so people can get to work and home — even if they get out of work past 10 p.m.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-ryan-fenwick-answers-your-questions,candidate_questionnaire,2018-05-21,Mass-transit question — TARC investment,,Primary-period LPM questionnaire published one day before the primary; exact Fenwick words.
ff500b616ec8b81b93e8e4d5,race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified,education,public_schools,support,I think it’s essential for JCPS to close the achievement gap between African-American students and white students.,https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-ryan-fenwick-answers-your-questions,candidate_questionnaire,2018-05-21,JCPS question — achievement gap,,Primary-period LPM questionnaire published one day before the primary; exact Fenwick words.
ff500b616ec8b81b93e8e4d5,race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified,public_safety,police_reform,support,"So, I believe that if we start taking a more community-focused, more rehabilitative approach to policing, that we are really going to see our gun violence go down. We have to address root causes.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-ryan-fenwick-answers-your-questions,candidate_questionnaire,2018-05-21,Gun-violence question — rehabilitative policing,,Primary-period LPM questionnaire published one day before the primary; exact Fenwick words.
ff500b616ec8b81b93e8e4d5,race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified,housing,public_housing,support,"There’s years of backlog in investment that needs to go into the affordable housing trust fund, and we need to make sure that we’re putting the money into affordable housing to make sure people aren’t being forced out of their homes.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-ryan-fenwick-answers-your-questions,candidate_questionnaire,2018-05-21,Homelessness question — affordable housing trust fund,,Primary-period LPM questionnaire published one day before the primary; exact Fenwick words.
ff500b616ec8b81b93e8e4d5,race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified,immigration,border_policy,oppose,"I’m very opposed to us using local funds for LMPD to coordinate with ICE and I’m very happy that we have an ordinance that appropriately strikes the balance between the needs of our immigrant population that deserves to feel safe in our city, and the pressures from the state and federal government.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-ryan-fenwick-answers-your-questions,candidate_questionnaire,2018-05-21,Immigration-enforcement question — LMPD and ICE,,Primary-period LPM questionnaire published one day before the primary; exact Fenwick words.
00a8dafe2b61b810db47c87e,race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified,climate_energy,transit,support,"I don’t think Louisville is ready for light rail, but we could improve our bus system — more buses, more routes. Like I said yesterday on Twitter, and TARC liked it, we need to put hybrid and electric down in the city and move the diesel out to the county lines.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-dave-biggers-answers-your-questions,candidate_questionnaire,2018-05-21,Mass-transit question — buses and electrification,,Primary-period LPM questionnaire published one day before the primary; exact Biggers words.
00a8dafe2b61b810db47c87e,race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified,education,public_schools,support,"Local control, first. Putting kids first. Instead of looking out for what the parents want, you got to really look out for the best interests of the child.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-dave-biggers-answers-your-questions,candidate_questionnaire,2018-05-21,JCPS question — local control,,Primary-period LPM questionnaire published one day before the primary; exact Biggers words.
00a8dafe2b61b810db47c87e,race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified,labor,wages,support,"Unless Walmart is going to guarantee $15 an hour with jobs, why are we going to give $500,000 to one of the most rich corporations in the world? It doesn’t make sense to me.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-dave-biggers-answers-your-questions,candidate_questionnaire,2018-05-21,Resident-investment question — Walmart subsidy and wages,,Primary-period LPM questionnaire published one day before the primary; exact Biggers words. Classified to the explicit $15 wage condition.
00a8dafe2b61b810db47c87e,race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified,housing,zoning,support,"I’d like to put a freeze on residential building until 90 percent to 95 percent of vacant lots and abandoned houses are repurposed — no more building out to the country, no more sprawl.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-dave-biggers-answers-your-questions,candidate_questionnaire,2018-05-21,Segregation and development question — residential-building freeze,,Primary-period LPM questionnaire published one day before the primary; exact Biggers words.
00a8dafe2b61b810db47c87e,race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified,immigration,border_policy,oppose,"Yes, I do. Our officers have other things to be doing instead of helping federal officers do their job. We have our own problems, let them handle their own problems.",https://www.lpm.org/news/2018-05-21/curious-louisville-voter-guide-dave-biggers-answers-your-questions,candidate_questionnaire,2018-05-21,ICE-coordination ordinance question,,Primary-period LPM questionnaire published one day before the primary; exact Biggers words. Oppose reflects opposition to local police assisting federal immigration enforcement.
c5a8b04c753da928c49df157,race-85b2e006fa2ae5e8a85f,Darryl J. Young Jr.,2022-05-17,Democratic,opponent,source_unavailable,,,,,,,,,,"Search log (2026-08-13): Searched exact-name/race queries for both the 2020 Louisville Metro Council District 4 and 2022 Kentucky House District 41 primaries; reviewed Ballotpedia candidate/election profiles (no completed Candidate Connection response), likely campaign-site/archive leads, campaign social/video, questionnaires, interviews, forums, and local coverage through each primary. No accessible primary-period first-party exact policy quotation was verified; election metadata, endorsements, paraphrases, and later-cycle material were excluded."
e8c3facaebb71ba842ad4966,race-66bb8f9e8a232cb583d0,Darryl J. Young Jr.,2020-06-23,Democratic,opponent,source_unavailable,,,,,,,,,,"Search log (2026-08-13): Searched exact-name/race queries for both the 2020 Louisville Metro Council District 4 and 2022 Kentucky House District 41 primaries; reviewed Ballotpedia candidate/election profiles (no completed Candidate Connection response), likely campaign-site/archive leads, campaign social/video, questionnaires, interviews, forums, and local coverage through each primary. No accessible primary-period first-party exact policy quotation was verified; election metadata, endorsements, paraphrases, and later-cycle material were excluded."
2bdad417ba95336015c44735,race-66bb8f9e8a232cb583d0,Adam G. Caperton,2020-06-23,Democratic,opponent,source_unavailable,,,,,,,,,,"Search log (2026-08-13): Searched exact-name and 2020 Louisville Metro Council District 4 queries; reviewed Ballotpedia candidate/election profiles (no completed Candidate Connection response), likely campaign-site/archive leads, campaign social/video, questionnaires, interviews, forums, and local coverage through the June 23 primary. No accessible primary-period first-party exact policy quotation was verified; election metadata, endorsements, paraphrases, and later-cycle material were excluded."
6710ddce068a8ef87383c8f2,race-5e5b97772655d92ca963,Elizabeth Warren,2020-06-23,Democratic,opponent,verified,healthcare,single_payer,support,The richest and biggest corporations will pay more and middle class families will pay less.,https://elizabethwarren.com/plans/paying-for-m4a,official_campaign_page,,Paying for Medicare for All plan,,Official campaign plan language.
6710ddce068a8ef87383c8f2,race-5e5b97772655d92ca963,Elizabeth Warren,2020-06-23,Democratic,opponent,verified,political_strategy,class_struggle,support,This country has worked for the rich for a long time and left everyone else in the dirt. It is time to have a president who will be on the side of working families and be willing to get out there and fight for them.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,debate_transcript,2020-02-19,Opening exchange,Bernie Sanders,Exact candidate words in a primary-period debate transcript.
6710ddce068a8ef87383c8f2,race-5e5b97772655d92ca963,Elizabeth Warren,2020-06-23,Democratic,opponent,verified,political_strategy,governing,support,"We need as much help for as many people as quickly as possible and bring in as many supporters as we can. And if we don’t get it all the first time, take the win and come back into the fight to ask for more.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,debate_transcript,2020-02-19,Health-care exchange,Bernie Sanders,Exact candidate words in a primary-period debate transcript.
b1e4f5e04ac9c32df6fa0330,race-5e5b97772655d92ca963,Joseph R. Biden,2020-06-23,Democratic,opponent,verified,immigration,citizenship,support,"But I will send to the desk immediately a bill that requires the access to citizenship for 11 million undocumented folks, number one. Number two, in the first 100 days of my administration, no one, no one will be deported at all. From that point on, the only deportations that will take place are commissions of felonies in the United States of America.",https://transcripts.cnn.com/show/se/date/2020-03-15/segment/03,debate_transcript,2020-03-15,Immigration exchange — citizenship and deportation policy,,Primary-period CNN-Univision debate transcript; exact Biden words.
b1e4f5e04ac9c32df6fa0330,race-5e5b97772655d92ca963,Joseph R. Biden,2020-06-23,Democratic,opponent,verified,education,free_college,support,"With regard to what we're talking about in terms of college education, I've been saying for a long time that we're in a position where 12 years of education is not enough, is not enough for the 21st century. We need 16 years of education. The exact bill that the -- that Senator Sanders introduced of -- I guess a little over a year ago, capping it off at $125,000 in income, you could get free up to that point, after that, you'd have to pay for your college education, it'd only work for public schools and it would work for public universities in your state. I support that idea.",https://transcripts.cnn.com/show/se/date/2020-03-15/segment/03,debate_transcript,2020-03-15,College-affordability exchange — free public college income cap,Bernie Sanders,Primary-period CNN-Univision debate transcript; exact Biden words.
b1e4f5e04ac9c32df6fa0330,race-5e5b97772655d92ca963,Joseph R. Biden,2020-06-23,Democratic,opponent,verified,climate_energy,fossil_fuels,oppose,"Number one, no more subsidies for the fossil fuel industry, no more drilling on federal lands, no more drilling, including offshore",https://transcripts.cnn.com/show/se/date/2020-03-15/segment/03,debate_transcript,2020-03-15,Climate exchange — fossil-fuel subsidies and drilling,,Primary-period CNN-Univision debate transcript; exact Biden words.
0df04f8224570d46ad63afe4,race-85b2e006fa2ae5e8a85f,Joshua Crowder,2022-05-17,Democratic,endorsed,source_unavailable,,,,,,,,,,"Search log (2026-08-13): Searched exact-name and 2022 Kentucky House District 41 Democratic-primary queries; reviewed Ballotpedia (no applicable 2022 Candidate Connection response), campaign-site/archive, social/video, questionnaires, interviews, forums, and local coverage through May 17. Crowder withdrew before the 2022 ballot; his 2024 Candidate Connection responses are outside the target period and were excluded. No qualifying primary-period first-party exact policy quotation was verified."
40b09a40301b1c697017f6fe,race-5e5b97772655d92ca963,Bernie Sanders,2020-06-23,Democratic,endorsed,verified,healthcare,single_payer,support,"Health care is a human right, not a privilege.",https://berniesanders.com/issues/medicare-for-all/,official_campaign_page,,Medicare for All issue page,,Official campaign slogan and position.
40b09a40301b1c697017f6fe,race-5e5b97772655d92ca963,Bernie Sanders,2020-06-23,Democratic,endorsed,verified,political_strategy,class_struggle,support,"What our movement is about is bringing working-class people together, black and white and Latino, Native American, Asian American, around an agenda that works for all of us and not just the billionaire class.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,debate_transcript,2020-02-19,Opening answer,,Exact candidate words in a primary-period debate transcript.
40b09a40301b1c697017f6fe,race-5e5b97772655d92ca963,Bernie Sanders,2020-06-23,Democratic,endorsed,verified,healthcare,single_payer,support,"And that agenda says that maybe, just maybe, we should join the rest of the industrialized world, guarantee health care to all people as a human right, raise that minimum wage to a living wage of $15 bucks an hour, and have the guts to take on the fossil fuel industry.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,debate_transcript,2020-02-19,Opening answer,,Exact candidate words in a primary-period debate transcript.
40b09a40301b1c697017f6fe,race-5e5b97772655d92ca963,Bernie Sanders,2020-06-23,Democratic,endorsed,verified,labor,union_rights,support,I have a 30-year 100 percent pro-union voting record.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,debate_transcript,2020-02-19,Online-supporters exchange — Sanders labor record,,Primary-period debate transcript; exact Sanders words.
fab4afeaa26a043328ccfe1e,race-5e5b97772655d92ca963,Pete Buttigieg,2020-06-23,Democratic,opponent,verified,healthcare,public_option,support,That's the concept of my Medicare for All Who Want It proposal.,https://transcripts.cnn.com/show/se/date/2019-07-30/segment/01,debate_transcript,2019-07-30,CNN Democratic debate; health-care exchange,Bernie Sanders,Primary-period debate transcript; exact candidate words. Relationship to endorsed candidate Bernie Sanders: different_mechanism.
63195686124aa0f3d9fec92d,race-5e5b97772655d92ca963,Michael Bennet,2020-06-23,Democratic,opponent,verified,climate_energy,emissions,support,Climate change is a global crisis that we must confront now.,https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,campaign_release,,America’s Climate Change Plan,,Primary-period campaign release; direct candidate quotation.
63195686124aa0f3d9fec92d,race-5e5b97772655d92ca963,Michael Bennet,2020-06-23,Democratic,opponent,verified,climate_energy,emissions,support,"My plan includes ambitious policies to reduce emissions, drive economic growth, and reassert America's role in the world to lead the climate fight.",https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,campaign_release,,America’s Climate Change Plan,,Primary-period campaign release; direct candidate quotation.
