race_id,candidate_name,election_date,party,role,evidence_status
race-c5cb5879430c2ad69f6b,Rachel Ventura,2022-06-28,Democratic,endorsed,source_unavailable
race-c5cb5879430c2ad69f6b,Rachel Ventura,2022-06-28,Democratic,endorsed,verified
race-c5d0d4ddd63f35adacc7,Brenda Jones,2020-08-04,Democratic,opponent,source_unavailable
race-c5d0d4ddd63f35adacc7,Rashida Tlaib,2020-08-04,Democratic,endorsed,verified
race-c631ad071570afd36541,Allison Bajracharya,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,Ana Cubas,2019-03-05,nonpartisan,opponent,source_unavailable
race-c631ad071570afd36541,Cynthia Gonzalez,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,David Valdez,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,Graciela Ortiz,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,Heather Repenning,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,Jackie Goldberg,2019-03-05,nonpartisan,endorsed,verified
race-c631ad071570afd36541,Nestor Enrique Valencia,2019-03-05,nonpartisan,opponent,source_unavailable
race-c631ad071570afd36541,Rocio Rivas,2019-03-05,nonpartisan,opponent,verified
race-c631ad071570afd36541,Salvador “Chamba” Sanchez,2019-03-05,nonpartisan,opponent,verified
race-c6bb913e7ac75477d6b5,Cory DiLoreto,2021-05-18,Democratic,opponent,verified
race-c6bb913e7ac75477d6b5,Elspeth Kate Koehle,2021-05-18,Democratic,endorsed,verified
race-c6bb913e7ac75477d6b5,Jasmine Flores,2021-05-18,Democratic,opponent,verified
race-c6bb913e7ac75477d6b5,Marcus P Yuille,2021-05-18,Democratic,opponent,verified
race-c6bb913e7ac75477d6b5,Maurice Mo Troop,2021-05-18,Democratic,opponent,source_unavailable
race-c74ad0b73e1151dcdf19,Anthony Clark,2018-03-20,Democratic,endorsed,verified
race-c74ad0b73e1151dcdf19,Danny K. Davis,2018-03-20,Democratic,opponent,verified
race-c74ad0b73e1151dcdf19,Richard Mayers,2018-03-20,Democratic,opponent,source_unavailable
race-c84964a11f77b774c993,Cynthia Brock,2023-06-27,Democratic,opponent,source_unavailable
race-c84964a11f77b774c993,Kayla Matos,2023-06-27,Democratic,endorsed,verified
race-ca0f470cfbe302d74777,Erik S. Frankel,2022-06-28,Democratic,opponent,source_unavailable
race-ca0f470cfbe302d74777,Marcela Mitaynes,2022-06-28,Democratic,endorsed,source_unavailable
race-caaa92bf3977191343ac,Billy Lane Jr.,2020-09-15,Democratic,opponent,source_unavailable
race-caaa92bf3977191343ac,Dorothy King,2020-09-15,Democratic,opponent,source_unavailable
race-caaa92bf3977191343ac,John Johnson Jr.,2020-09-15,Democratic,opponent,source_unavailable
race-caaa92bf3977191343ac,Shane Darby,2020-09-15,Democratic,endorsed,source_unavailable
race-cac1f44acada50e1bb64,Alison M. Madden,2022-06-07,Democratic,opponent,source_unavailable
race-cac1f44acada50e1bb64,James Hsuchen Coleman,2022-06-07,Democratic,endorsed,source_unavailable
race-cc16575c10bba581f8b7,Janice Winfrey,2022-08-02,Democratic,opponent,source_unavailable
race-cc16575c10bba581f8b7,Kelly Garrett,2022-08-02,Democratic,opponent,source_unavailable
race-cc16575c10bba581f8b7,Rashida Tlaib,2022-08-02,Democratic,endorsed,source_unavailable
race-cc16575c10bba581f8b7,Rashida Tlaib,2022-08-02,Democratic,endorsed,verified
race-cc16575c10bba581f8b7,Shanelle Jackson,2022-08-02,Democratic,opponent,source_unavailable
race-cc16575c10bba581f8b7,Shanelle Jackson,2022-08-02,Democratic,opponent,verified
race-cc530a7a0c16d159fcf7,Craig B. Friedberg,2018-06-12,Nonpartisan,opponent,source_unavailable
race-cc530a7a0c16d159fcf7,Jeff Rogan,2018-06-12,Nonpartisan,opponent,source_unavailable
race-cc530a7a0c16d159fcf7,Melisa De La Garza,2018-06-12,Nonpartisan,endorsed,source_unavailable
race-cc530a7a0c16d159fcf7,Robert Kurth,2018-06-12,Nonpartisan,opponent,source_unavailable
race-cd399ec12b7b060fffa5,Aida Ashouri,2026-06-02,Nonpartisan,opponent,source_unavailable
race-cd399ec12b7b060fffa5,Hydee Feldstein Soto,2026-06-02,Nonpartisan,opponent,verified
race-cd399ec12b7b060fffa5,John McKinney,2026-06-02,Nonpartisan,opponent,verified
race-cd399ec12b7b060fffa5,Marissa Roy,2026-06-02,Nonpartisan,endorsed,verified
race-cd9ce8e2fbf078eb5eca,Dan Canon,2018-05-08,Democratic,endorsed,verified
race-cd9ce8e2fbf078eb5eca,Liz Watson,2018-05-08,Democratic,opponent,verified
race-cd9ce8e2fbf078eb5eca,Rob Chatlos,2018-05-08,Democratic,opponent,source_unavailable
race-ce230166d53b758968b6,Alexandria Ocasio-Cortez,2024-06-25,Democratic,endorsed,verified
race-ce230166d53b758968b6,Martin W. Dolan,2024-06-25,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Ann C Lewis,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Ann C Lewis,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,"Chiara ""Kee Kee"" Smith",2025-06-24,Democratic,endorsed,source_unavailable
race-ceb86db4c84836622c21,"Chiara ""Kee Kee"" Smith",2025-06-24,Democratic,endorsed,verified
race-ceb86db4c84836622c21,"Chiara ""Kee Kee"" Smith",2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,"Chiara ""Kee Kee"" Smith",2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,"Clifford A Florence, Jr",2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Josie T McClary,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Kelly Cheatle,2025-06-24,Democratic,endorsed,verified
race-ceb86db4c84836622c21,Kelly Cheatle,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Kevin Stewart,2025-06-24,Democratic,endorsed,source_unavailable
race-ceb86db4c84836622c21,Kevin Stewart,2025-06-24,Democratic,endorsed,verified
race-ceb86db4c84836622c21,Kevin Stewart,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Kevin Stewart,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Lashunda C Leslie-Smith,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Lashunda C Leslie-Smith,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Luis Aponte,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Luis Aponte,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,"Miguel A Melendez, Jr",2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Miquel Powell,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Miquel Powell,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Mitch Gruber,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Mitch Gruber,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Niner M Davis,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Stanley Martin,2025-06-24,Democratic,endorsed,verified
race-ceb86db4c84836622c21,Stanley Martin,2025-06-24,Democratic,opponent,verified
race-ceb86db4c84836622c21,Tonya Noel Stevens,2025-06-24,Democratic,endorsed,source_unavailable
race-ceb86db4c84836622c21,Tonya Noel Stevens,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Victor H Sanchez,2025-06-24,Democratic,opponent,source_unavailable
race-ceb86db4c84836622c21,Victor H Sanchez,2025-06-24,Democratic,opponent,verified
race-d07bcf8f1b4fd12c23bb,Megan Green,2020-08-04,Democratic,endorsed,source_unavailable
race-d07bcf8f1b4fd12c23bb,Michelle Sherod,2020-08-04,Democratic,opponent,source_unavailable
race-d07bcf8f1b4fd12c23bb,Rodney Hubbard Sr.,2020-08-04,Democratic,opponent,source_unavailable
race-d07bcf8f1b4fd12c23bb,Steve Roberts,2020-08-04,Democratic,opponent,source_unavailable
race-d0a205ac0803c1dc637e,Alexander Glew,2020-03-03,Republican,opponent,verified
race-d0a205ac0803c1dc637e,Annie Oliva,2020-03-03,Democratic,opponent,verified
race-d0a205ac0803c1dc637e,John H. Webster,2020-03-03,Libertarian,opponent,verified
race-d0a205ac0803c1dc637e,Josh Becker,2020-03-03,Democratic,opponent,verified
race-d0a205ac0803c1dc637e,Mike Brownrigg,2020-03-03,Democratic,opponent,verified
race-d0a205ac0803c1dc637e,Sally J. Lieber,2020-03-03,Democratic,endorsed,verified
race-d0a205ac0803c1dc637e,Shelly Masur,2020-03-03,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Adrienne E. Adams,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Andrew M. Cuomo,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Brad Lander,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Jessica Ramos,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Michael Blake,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Paperboy Love Prince,2025-06-24,Democratic,opponent,source_unavailable
race-d0d830cb7a9e40e91152,Scott M. Stringer,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Selma K. Bartholomew,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Whitney R. Tilson,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Zellnor Myrie,2025-06-24,Democratic,opponent,verified
race-d0d830cb7a9e40e91152,Zohran Kwame Mamdani,2025-06-24,Democratic,endorsed,verified
race-d2390152c5fc57670ba9,Angela Clay,2023-02-28,Nonpartisan,endorsed,verified
race-d2390152c5fc57670ba9,Kim Walz,2023-02-28,Nonpartisan,opponent,verified
race-d2390152c5fc57670ba9,Marianne Lalonde,2023-02-28,Nonpartisan,opponent,verified
race-d2390152c5fc57670ba9,Michael Cortez,2023-02-28,Nonpartisan,opponent,verified
race-d2390152c5fc57670ba9,Patrick Nagle,2023-02-28,Nonpartisan,opponent,verified
race-d2390152c5fc57670ba9,Roushaunda Williams,2023-02-28,Nonpartisan,opponent,verified
race-d290f3e349192a5c696a,Dexter L. Fisher,2026-05-19,,opponent,verified
race-d290f3e349192a5c696a,LaKeisha Gantt,2026-05-19,,opponent,verified
race-d290f3e349192a5c696a,Mara Zuniga,2026-05-19,,opponent,verified
race-d290f3e349192a5c696a,Sharon Miller,2026-05-19,,opponent,verified
race-d290f3e349192a5c696a,Tim Denson,2026-05-19,,endorsed,verified
race-d2aabb75a31f1e810737,Antonio Reynoso,2026-06-23,Democratic,opponent,verified
race-d2aabb75a31f1e810737,Claire Valdez,2026-06-23,Democratic,endorsed,verified
race-d2aabb75a31f1e810737,Julie Won,2026-06-23,Democratic,opponent,verified
race-d2aabb75a31f1e810737,Vichal Kumar,2026-06-23,Democratic,opponent,verified
race-d3d54e895ad132bafc82,Alex Pedersen,2019-08-06,,opponent,verified
race-d3d54e895ad132bafc82,Beth Mountsier,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Cathy Tuttle,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Emily Myers,2019-08-06,,opponent,verified
race-d3d54e895ad132bafc82,Ethan Hunter,2019-08-06,,opponent,verified
race-d3d54e895ad132bafc82,Frank A. Krueger,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Heidi Stuber,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Heidi Stuber,2019-08-06,,opponent,verified
race-d3d54e895ad132bafc82,Joshua Newman,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Sasha Anderson,2019-08-06,,opponent,source_unavailable
race-d3d54e895ad132bafc82,Sasha Anderson,2019-08-06,,opponent,verified
race-d3d54e895ad132bafc82,Shaun Scott,2019-08-06,,endorsed,source_unavailable
race-d3d54e895ad132bafc82,Shaun Scott,2019-08-06,,endorsed,verified
race-d45c9105a9d86f541f3d,Marcela Mitaynes,2024-06-25,Democratic,unopposed,source_unavailable
race-d48f1a508deba96b730b,Bernie Sanders,2020-06-02,Democratic,endorsed,verified
race-d48f1a508deba96b730b,Joseph R. Biden,2020-06-02,Democratic,opponent,verified
race-d48f1a508deba96b730b,Tulsi Gabbard,2020-06-02,Democratic,opponent,verified
race-d696522faa4508ad99d7,Meghana “Meg” Anandarangam,2026-06-02,Democratic,endorsed,verified
race-d696522faa4508ad99d7,Robert Graham,2026-06-02,Democratic,opponent,source_unavailable
race-d696522faa4508ad99d7,Yasmin Griffin,2026-06-02,Democratic,opponent,verified
race-d6b2b42e806068d1745f,Ashley Hartmeier-Prigg,2026-05-19,Democratic,opponent,source_unavailable
race-d6b2b42e806068d1745f,Tammy Carpenter,2026-05-19,Democratic,endorsed,verified
race-d74df06a662d8e830bb8,Alex Brower,2025-02-18,Nonpartisan,endorsed,source_unavailable
race-d74df06a662d8e830bb8,Alex Brower,2025-02-18,Nonpartisan,endorsed,verified
race-d74df06a662d8e830bb8,Alexander Kostal,2025-02-18,Nonpartisan,opponent,verified
race-d74df06a662d8e830bb8,Bryant Junco,2025-02-18,Nonpartisan,opponent,source_unavailable
race-d74df06a662d8e830bb8,Daniel Bauman,2025-02-18,Nonpartisan,opponent,verified
race-d74df06a662d8e830bb8,Frank Ferrante,2025-02-18,Nonpartisan,opponent,source_unavailable
race-d74df06a662d8e830bb8,Ieshuh Griffin,2025-02-18,Nonpartisan,opponent,source_unavailable
race-d74df06a662d8e830bb8,Ieshuh Griffin,2025-02-18,Nonpartisan,opponent,verified
race-d74df06a662d8e830bb8,Josh Anderson,2025-02-18,Nonpartisan,opponent,source_unavailable
race-d74df06a662d8e830bb8,Nasser (Nas) Musa,2025-02-18,Nonpartisan,opponent,verified
race-d79b97f8b9365c8484c1,Yara Hanlin Zokaien,2020-06-30,Democratic,endorsed,source_unavailable
race-d869a767938a99fbf252,Jorge Cabrera,2020-08-11,Democratic,opponent,source_unavailable
race-d869a767938a99fbf252,Justin Farmer,2020-08-11,Democratic,endorsed,source_unavailable
race-d8835fb9366a2e5d54c7,Amar Mukunda,2026-06-23,Democratic,opponent,verified
race-d8835fb9366a2e5d54c7,Gabriel Acevero,2026-06-23,Democratic,endorsed,source_unavailable
race-d8835fb9366a2e5d54c7,Gabriel Acevero,2026-06-23,Democratic,endorsed,verified
race-d8835fb9366a2e5d54c7,George Lluberes,2026-06-23,Democratic,opponent,source_unavailable
race-d8835fb9366a2e5d54c7,George Lluberes,2026-06-23,Democratic,opponent,verified
race-d8835fb9366a2e5d54c7,Greg Wims,2026-06-23,Democratic,opponent,source_unavailable
race-d8835fb9366a2e5d54c7,Greg Wims,2026-06-23,Democratic,opponent,verified
race-d8835fb9366a2e5d54c7,Lesley J. Lopez,2026-06-23,Democratic,opponent,source_unavailable
race-d8835fb9366a2e5d54c7,Lesley J. Lopez,2026-06-23,Democratic,opponent,verified
race-d8835fb9366a2e5d54c7,Robert T. Wu,2026-06-23,Democratic,opponent,source_unavailable
race-d8835fb9366a2e5d54c7,Robert T. Wu,2026-06-23,Democratic,opponent,verified
race-d892092155bdfe3ed17e,Gabriel Acevero,2018-06-26,Democratic,endorsed,source_unavailable
race-d892092155bdfe3ed17e,Kirill Reznik,2018-06-26,Democratic,opponent,source_unavailable
race-d892092155bdfe3ed17e,Lesley Lopez,2018-06-26,Democratic,opponent,source_unavailable
race-d892092155bdfe3ed17e,Shane Robinson,2018-06-26,Democratic,opponent,source_unavailable
race-d8a540e504ab2749d7b9,Coby Owens,2024-09-10,Democratic,endorsed,source_unavailable
race-d8a540e504ab2749d7b9,Thea Lopez,2024-09-10,Democratic,opponent,source_unavailable
race-d8a540e504ab2749d7b9,Vincent M. White,2024-09-10,Democratic,opponent,source_unavailable
race-d96bd5f1de26b3d3b7d6,Jeff Hayden,2020-08-11,Democratic-Farmer-Labor,opponent,source_unavailable
race-d96bd5f1de26b3d3b7d6,Omar Fateh,2020-08-11,Democratic-Farmer-Labor,endorsed,source_unavailable
race-d96bd5f1de26b3d3b7d6,Omar Fateh,2020-08-11,Democratic-Farmer-Labor,endorsed,verified
race-d9975d056a3fdc203541,Eli Thompson,2018-06-12,Nonpartisan,opponent,source_unavailable
race-d9975d056a3fdc203541,Irene Cepeda,2018-06-12,Nonpartisan,endorsed,source_unavailable
race-d9975d056a3fdc203541,Kevin L. Child,2018-06-12,Nonpartisan,opponent,source_unavailable
race-d9975d056a3fdc203541,"Leobardo Martinez, Jr.",2018-06-12,Nonpartisan,opponent,source_unavailable
race-db12d296fd5fe40602af,Amen Brown,2024-04-23,Democratic,opponent,source_unavailable
race-db12d296fd5fe40602af,Cass Green,2024-04-23,Democratic,endorsed,source_unavailable
race-db12d296fd5fe40602af,Sajda Blackwell,2024-04-23,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Debra Markell,2021-06-22,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Harpreet S. Toor,2021-06-22,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Jaslin Kaur,2021-06-22,Democratic,endorsed,verified
race-db2bbdecf941c5b1478e,Koshy O. Thomas,2021-06-22,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Linda Lee,2021-06-22,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Sanjeev Kumar Jindal,2021-06-22,Democratic,opponent,source_unavailable
race-db2bbdecf941c5b1478e,Steve Behar,2021-06-22,Democratic,opponent,source_unavailable
race-dcc5f1f910b38647e104,Libby Urner Wennstrom,2021-08-03,,opponent,verified
race-dcc5f1f910b38647e104,Sky Hardesty-Thompson,2021-08-03,,opponent,verified
race-dcc5f1f910b38647e104,Tyler Myles Vega,2021-08-03,,endorsed,verified
race-dd06d2c4839b786be1bd,Jeremy Sylestine,2024-03-05,Democratic,opponent,source_unavailable
race-dd06d2c4839b786be1bd,José Garza,2024-03-05,Democratic,endorsed,verified
race-de21053db68753151e45,Cesar Diaz,2025-09-09,Democratic,unopposed,source_unavailable
race-de351b5bf3d35c3ad4d1,Andrew Yang,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Bernie Sanders,2020-03-17,Democratic,endorsed,verified
race-de351b5bf3d35c3ad4d1,Cory Booker,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Deval Patrick,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Elizabeth Warren,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,John K. Delaney,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Joseph R. Biden,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Michael Bennet,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Michael R. Bloomberg,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Pete Buttigieg,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Tom Steyer,2020-03-17,Democratic,opponent,verified
race-de351b5bf3d35c3ad4d1,Tulsi Gabbard,2020-03-17,Democratic,opponent,verified
race-de378ad3073d92f58c34,Dan Michniewicz,2020-08-04,Democratic,endorsed,source_unavailable
race-de378ad3073d92f58c34,Dan Michniewicz,2020-08-04,Democratic,endorsed,verified
race-de378ad3073d92f58c34,David A. Silkworth,2020-08-04,Democratic,opponent,verified
race-de378ad3073d92f58c34,Erica Briggs,2020-08-04,Democratic,opponent,verified
race-de3a3ef025ba2f70352c,Alex Tsimerman,2019-08-06,Nonpartisan,opponent,source_unavailable
race-de3a3ef025ba2f70352c,Ann Davison Sattler,2019-08-06,Nonpartisan,opponent,source_unavailable
race-de3a3ef025ba2f70352c,Chanan Suarez,2019-08-06,Nonpartisan,endorsed,source_unavailable
race-de3a3ef025ba2f70352c,Debora Juarez,2019-08-06,Nonpartisan,opponent,verified
race-de3a3ef025ba2f70352c,John Lombard,2019-08-06,Nonpartisan,opponent,source_unavailable
race-de3a3ef025ba2f70352c,Mark Mendez,2019-08-06,Nonpartisan,opponent,verified
race-de3a3ef025ba2f70352c,Tayla Mahoney,2019-08-06,Nonpartisan,opponent,source_unavailable
race-dea09345e3386c2ae157,Erin Smith,2020-03-03,Republican,opponent,source_unavailable
race-dea09345e3386c2ae157,Jackie Fielder,2020-03-03,Democratic,endorsed,source_unavailable
race-dea09345e3386c2ae157,Jackie Fielder,2020-03-03,Democratic,endorsed,verified
race-dea09345e3386c2ae157,Scott Wiener,2020-03-03,Democratic,opponent,source_unavailable
race-dea57c83cdef4681dc1f,Erik Simonson,2020-08-11,Democratic-Farmer-Labor,opponent,source_unavailable
race-dea57c83cdef4681dc1f,Jen McEwen,2020-08-11,Democratic-Farmer-Labor,endorsed,source_unavailable
race-ded95c1b5f793906a45a,Andre Smith,2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,"Anthony Driver, Jr.",2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,Dernard D. Newell,2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,Jeanette B. Taylor,2019-02-26,Nonpartisan,endorsed,verified
race-ded95c1b5f793906a45a,Jennifer O. Maddox,2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,Kevin M. Bailey,2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,Maya Hodari,2019-02-26,Nonpartisan,opponent,verified
race-ded95c1b5f793906a45a,Nicole J. Johnson,2019-02-26,Nonpartisan,opponent,source_unavailable
race-ded95c1b5f793906a45a,Quandra V. Speights,2019-02-26,Nonpartisan,opponent,verified
race-deff03074ea69358d8e9,Sandy Pappas,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-deff03074ea69358d8e9,Sheigh Freeberg,2022-08-09,Democratic-Farmer-Labor,endorsed,verified
race-deff03074ea69358d8e9,Zuki Ellis,2022-08-09,Democratic-Farmer-Labor,opponent,source_unavailable
race-df353a5d05f5d7acb107,Daniel Gillette,2018-05-22,Democratic,opponent,source_unavailable
race-df353a5d05f5d7acb107,Dave Biggers,2018-05-22,Democratic,opponent,verified
race-df353a5d05f5d7acb107,Greg Fischer,2018-05-22,Democratic,opponent,verified
race-df353a5d05f5d7acb107,Lawrence Williams Jr.,2018-05-22,Democratic,opponent,source_unavailable
race-df353a5d05f5d7acb107,Ryan Fenwick,2018-05-22,Democratic,endorsed,verified
race-e00225d954a0fcd6d7b0,Geneviéve Jones-Wright,2018-06-05,Nonpartisan,endorsed,verified
race-e00225d954a0fcd6d7b0,Summer Stephan,2018-06-05,Nonpartisan,opponent,verified
race-e0d4748f07ff2fb03395,Clint Sobratti,2022-07-19,Democratic,opponent,verified
race-e0d4748f07ff2fb03395,Gabriel Acevero,2022-07-19,Democratic,endorsed,source_unavailable
race-e0d4748f07ff2fb03395,Kirill Reznik,2022-07-19,Democratic,opponent,source_unavailable
race-e0d4748f07ff2fb03395,Lesley Lopez,2022-07-19,Democratic,opponent,source_unavailable
race-e14b65c050d5e86544bd,Amos Roe,2019-02-19,Nonpartisan,opponent,source_unavailable
race-e14b65c050d5e86544bd,Amos Roe,2019-02-19,Nonpartisan,opponent,verified
race-e14b65c050d5e86544bd,Ananda Mirilli,2019-02-19,Nonpartisan,endorsed,source_unavailable
race-e14b65c050d5e86544bd,Ananda Mirilli,2019-02-19,Nonpartisan,endorsed,verified
race-e14b65c050d5e86544bd,TJ Mertz,2019-02-19,Nonpartisan,opponent,verified
race-e166c53fb5f8e99b0379,John Whitmire,2022-03-01,Democratic,opponent,source_unavailable
race-e166c53fb5f8e99b0379,Molly Cook,2022-03-01,Democratic,endorsed,source_unavailable
race-e172eca6da6aee3f3c56,Bernie Sanders,2020-06-02,Democratic,endorsed,verified
race-e172eca6da6aee3f3c56,Joseph R. Biden Jr.,2020-06-02,Democratic,opponent,verified
race-e172eca6da6aee3f3c56,Tulsi Gabbard,2020-06-02,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Ashwani Jain,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Bill Conway,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Bill Conway,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Brandy H. M. Brooks,2018-06-26,Democratic,endorsed,verified
race-e17ce052c9a9edfe68f6,Brandy H. M. Brooks,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Charles Barkley,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Charles Barkley,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Cherri L. Branson,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Chris Wilhelm,2018-06-26,Democratic,endorsed,verified
race-e17ce052c9a9edfe68f6,Chris Wilhelm,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Craig Carozza-Caviness,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Craig Carozza-Caviness,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Danielle Meitiv,2018-06-26,Democratic,endorsed,verified
race-e17ce052c9a9edfe68f6,Danielle Meitiv,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Darwin Romero,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,David V. Lipscomb,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Evan Glass,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Gabriel I. Albornoz,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Graciela Rivera-Oven,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Hans Riemer,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Hoan Dang,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Hoan Dang,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Jarrett Smith,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Jarrett Smith,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Jill Ortman Fouse,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Jill Ortman Fouse,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Loretta Jean Garcia,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Loretta Jean Garcia,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Lorna Phillips Forde,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Lorna Phillips Forde,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Marilyn Balcombe,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Melissa McKenna,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Michele Riley,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Mohammad Siddique,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Neil H. Greenberger,2018-06-26,Democratic,opponent,verified
race-e17ce052c9a9edfe68f6,Paul S. Geller,2018-06-26,Democratic,opponent,source_unavailable
race-e17ce052c9a9edfe68f6,Paul S. Geller,2018-06-26,Democratic,opponent,verified
